,EntryTime,Yong,Yunseo,Seoho
82,2017-09-05 07:00:00,4241.366400000006,0.0,0.0
83,2017-09-05 14:15:00,272.7523999999994,0.0,0.0
84,2017-09-05 14:30:00,-2153.2921199999964,0.0,0.0
85,2017-09-05 17:00:00,-140.2599999999984,0.0,0.0
86,2017-09-05 17:15:00,356.6906000000017,0.0,0.0
87,2017-09-05 17:30:00,233.04000000000087,0.0,0.0
88,2017-09-05 17:45:00,-826.0601199999928,0.0,0.0
89,2017-09-05 22:00:00,-2136.2989200000084,0.0,0.0
6872,2017-09-06 04:15:00,0.0,0.0,11343.191940000024
6875,2017-09-07 08:45:00,0.0,0.0,-8227.95952800001
6874,2017-09-07 22:45:00,0.0,0.0,-8841.202239999995
6873,2017-09-08 01:30:00,0.0,0.0,-9294.993972000011
90,2017-09-09 08:30:00,253.37999999999735,0.0,0.0
91,2017-09-09 08:45:00,184.0882800000054,0.0,0.0
92,2017-09-09 09:00:00,-710.031199999994,0.0,0.0
93,2017-09-09 14:45:00,-296.6083600000002,0.0,0.0
94,2017-09-09 15:00:00,378.6799599999995,0.0,0.0
95,2017-09-09 15:15:00,-34.36155999999755,0.0,0.0
96,2017-09-09 21:15:00,15.43163999999706,0.0,0.0
97,2017-09-09 21:30:00,-26.15523999998913,0.0,0.0
98,2017-09-09 21:45:00,682.9412400000001,0.0,0.0
99,2017-09-10 05:45:00,59.021359999997,0.0,0.0
100,2017-09-10 06:00:00,-31.04819999999563,0.0,0.0
101,2017-09-10 06:15:00,67.44620000000396,0.0,0.0
102,2017-09-10 06:30:00,-17.020000000002256,0.0,0.0
103,2017-09-10 06:45:00,-44.62000000000444,0.0,0.0
104,2017-09-10 07:00:00,-85.03104000000349,0.0,0.0
105,2017-09-10 07:15:00,-84.55823999999666,0.0,0.0
106,2017-09-10 07:30:00,-11.285239999988336,0.0,0.0
107,2017-09-10 07:45:00,-40.18292000000656,0.0,0.0
108,2017-09-10 08:00:00,4256.037839999999,0.0,0.0
109,2017-09-10 18:45:00,-365.1003599999967,0.0,0.0
110,2017-09-10 21:45:00,-284.03996000000006,0.0,0.0
111,2017-09-10 22:15:00,108.95292000000154,0.0,0.0
112,2017-09-10 22:30:00,41.00303999999596,0.0,0.0
113,2017-09-10 22:45:00,-412.6740399999926,0.0,0.0
114,2017-09-10 23:00:00,133.9673999999968,0.0,0.0
115,2017-09-10 23:15:00,-164.57244000000173,0.0,0.0
116,2017-09-10 23:30:00,-139.5317199999954,0.0,0.0
117,2017-09-10 23:45:00,-83.98095999999896,0.0,0.0
118,2017-09-11 00:00:00,-46.60796000000119,0.0,0.0
119,2017-09-11 00:15:00,133.2799999999952,0.0,0.0
120,2017-09-11 00:30:00,52.93992000000799,0.0,0.0
121,2017-09-11 00:45:00,-2133.3673199999885,0.0,0.0
6876,2017-09-11 02:30:00,0.0,0.0,788.630623999994
6878,2017-09-12 15:00:00,0.0,0.0,-11587.94999999999
6877,2017-09-12 16:45:00,0.0,0.0,-10917.96173999999
122,2017-09-13 07:15:00,-41.64076000000932,0.0,0.0
123,2017-09-13 07:30:00,78.44928000000436,0.0,0.0
124,2017-09-13 07:45:00,-1.112640000001193,0.0,0.0
125,2017-09-13 08:00:00,4142.613600000004,0.0,0.0
126,2017-09-14 02:45:00,472.5720000000047,0.0,0.0
127,2017-09-14 03:00:00,-283.9326399999982,0.0,0.0
128,2017-09-14 08:15:00,3892.1600400000034,0.0,0.0
129,2017-09-15 10:30:00,524.8400000000038,0.0,0.0
130,2017-09-15 10:45:00,-730.2446400000008,0.0,0.0
131,2017-09-15 11:00:00,-27.03140000000076,0.0,0.0
132,2017-09-15 11:15:00,-521.7367599999989,0.0,0.0
133,2017-09-15 11:30:00,137.26000000000113,0.0,0.0
134,2017-09-15 11:45:00,455.9204399999999,0.0,0.0
135,2017-09-15 12:00:00,85.808320000001,0.0,0.0
136,2017-09-15 12:15:00,3285.418080000004,0.0,0.0
137,2017-09-15 22:00:00,416.5680399999974,0.0,0.0
138,2017-09-15 22:15:00,-3.1599999999980355,0.0,0.0
139,2017-09-15 22:30:00,76.84400000000096,0.0,0.0
140,2017-09-15 22:45:00,-1112.12,0.0,0.0
141,2017-09-15 23:00:00,-1394.7695999999996,0.0,0.0
6879,2017-09-15 23:15:00,0.0,0.0,9414.105792000004
6880,2017-09-16 00:00:00,0.0,0.0,-1097.0102040000106
6881,2017-09-18 01:30:00,0.0,0.0,-1093.8471839999952
6883,2017-09-18 11:45:00,0.0,0.0,9274.874999999996
6882,2017-09-18 12:45:00,0.0,0.0,8048.648000000012
6885,2017-09-18 16:00:00,0.0,0.0,-3149.290124000004
6884,2017-09-18 22:30:00,0.0,0.0,-10115.029148
142,2017-09-21 15:30:00,-207.9229999999961,0.0,0.0
143,2017-09-21 17:30:00,8.300039999999171,0.0,0.0
144,2017-09-21 17:45:00,1980.6096000000025,0.0,0.0
145,2017-09-22 13:15:00,-264.99191999999766,0.0,0.0
146,2017-09-22 13:30:00,-129.4920000000002,0.0,0.0
147,2017-09-22 13:45:00,129.6621600000026,0.0,0.0
148,2017-09-22 14:00:00,-139.37999999999647,0.0,0.0
149,2017-09-22 14:15:00,1409.5701999999983,0.0,0.0
150,2017-09-23 05:00:00,-37.55999999999858,0.0,0.0
151,2017-09-23 05:15:00,-337.86927999999534,0.0,0.0
152,2017-09-23 05:30:00,160.00132000000576,0.0,0.0
153,2017-09-23 05:45:00,-14.328880000002757,0.0,0.0
154,2017-09-23 06:00:00,-342.3288400000001,0.0,0.0
155,2017-09-23 06:15:00,204.14000000000212,0.0,0.0
156,2017-09-23 12:30:00,46.82748000000174,0.0,0.0
157,2017-09-23 12:45:00,-592.1479999999974,0.0,0.0
158,2017-09-23 13:30:00,-266.97907999999643,0.0,0.0
6888,2017-09-23 14:15:00,0.0,0.0,-2405.882751999994
6887,2017-09-23 15:30:00,0.0,0.0,-1883.0004400000037
6886,2017-09-23 19:45:00,0.0,0.0,-2684.9132639999957
159,2017-09-24 21:30:00,-1683.779999999997,0.0,0.0
6889,2017-09-25 11:30:00,0.0,0.0,382.3368000000178
6890,2017-09-25 13:15:00,0.0,0.0,9292.53520000002
6892,2017-09-25 23:30:00,0.0,0.0,2852.065007999999
6891,2017-09-26 01:15:00,0.0,0.0,-616.8607440000005
6893,2017-09-27 19:30:00,0.0,0.0,8375.375999999982
6894,2017-09-27 21:00:00,0.0,0.0,7707.202560000002
6895,2017-09-28 04:15:00,0.0,0.0,-629.4275999999891
160,2017-09-29 17:15:00,-210.0206799999978,0.0,0.0
161,2017-09-29 18:15:00,-1960.95816,0.0,0.0
6898,2017-10-02 08:30:00,0.0,0.0,-3570.915039999989
6897,2017-10-02 10:00:00,0.0,0.0,-3789.380000000001
6896,2017-10-02 23:15:00,0.0,0.0,-6998.170031999973
162,2017-10-04 01:45:00,-366.9599999999991,0.0,0.0
163,2017-10-04 02:00:00,-95.600000000004,0.0,0.0
164,2017-10-04 03:00:00,31.368600000005245,0.0,0.0
165,2017-10-04 03:15:00,-57.211999999999534,0.0,0.0
166,2017-10-04 03:30:00,-396.3280399999985,0.0,0.0
167,2017-10-04 06:45:00,471.8202800000017,0.0,0.0
168,2017-10-04 07:00:00,817.5159200000053,0.0,0.0
169,2017-10-05 07:00:00,-341.05023999999503,0.0,0.0
170,2017-10-05 08:15:00,-116.97995999999875,0.0,0.0
171,2017-10-05 11:45:00,83.07999999999993,0.0,0.0
172,2017-10-05 12:00:00,-16.88000000000102,0.0,0.0
173,2017-10-05 12:15:00,-164.4800000000032,0.0,0.0
174,2017-10-05 19:45:00,70.16096000000289,0.0,0.0
175,2017-10-05 21:00:00,-2129.929199999997,0.0,0.0
6901,2017-10-05 21:15:00,0.0,0.0,4506.210000000037
6900,2017-10-05 21:45:00,0.0,0.0,1696.564944000016
6899,2017-10-06 16:00:00,0.0,0.0,-557.4799999999959
6904,2017-10-08 08:00:00,0.0,0.0,6674.288000000015
6903,2017-10-08 22:45:00,0.0,0.0,1331.766400000006
6902,2017-10-09 00:45:00,0.0,0.0,1216.4027040000192
6907,2017-10-09 23:45:00,0.0,0.0,9413.932584000053
6906,2017-10-10 02:15:00,0.0,0.0,7676.087364000022
6905,2017-10-10 02:45:00,0.0,0.0,6123.733055999964
6908,2017-10-10 06:00:00,0.0,0.0,-2670.326315999977
6909,2017-10-12 17:00:00,0.0,0.0,9940.23680000002
6910,2017-10-13 01:00:00,0.0,0.0,9565.129416000022
6911,2017-10-13 09:30:00,0.0,0.0,7857.044240000006
6913,2017-10-13 11:15:00,0.0,0.0,-1658.004123999997
6912,2017-10-13 13:15:00,0.0,0.0,-8948.994115999994
6916,2017-10-15 08:45:00,0.0,0.0,-10060.784416000017
6915,2017-10-15 11:00:00,0.0,0.0,-9250.057599999996
6914,2017-10-15 12:00:00,0.0,0.0,-7749.454943999994
176,2017-10-16 00:15:00,328.11988000000383,0.0,0.0
177,2017-10-16 00:30:00,144.16007999999238,0.0,0.0
178,2017-10-16 00:45:00,-827.8733599999941,0.0,0.0
6918,2017-10-16 07:30:00,0.0,0.0,1319.709859999989
6917,2017-10-16 09:15:00,0.0,0.0,-1141.4515679999968
179,2017-10-18 03:15:00,-183.19563999999448,0.0,0.0
180,2017-10-18 03:30:00,126.94008000000396,0.0,0.0
181,2017-10-18 04:00:00,-22.50011999999515,0.0,0.0
182,2017-10-18 04:15:00,5602.529880000002,0.0,0.0
183,2017-10-19 01:30:00,-165.86264000000483,0.0,0.0
184,2017-10-19 01:45:00,20.579600000000937,0.0,0.0
185,2017-10-19 02:00:00,-162.9035599999952,0.0,0.0
186,2017-10-19 02:15:00,8.839880000004996,0.0,0.0
187,2017-10-19 02:30:00,348.1520399999954,0.0,0.0
188,2017-10-19 02:45:00,-72.5000799999907,0.0,0.0
189,2017-10-19 03:00:00,-100.32052000000476,0.0,0.0
190,2017-10-19 03:15:00,-471.15207999999257,0.0,0.0
191,2017-10-19 03:30:00,-1.7319599999973434,0.0,0.0
192,2017-10-19 03:45:00,308.175999999994,0.0,0.0
193,2017-10-19 04:00:00,-23.792079999993803,0.0,0.0
194,2017-10-19 04:15:00,-2705.8079999999973,0.0,0.0
6919,2017-10-19 06:15:00,0.0,0.0,-346.68691199995374
6920,2017-10-19 07:45:00,0.0,0.0,9632.120680000007
6921,2017-10-19 11:00:00,0.0,0.0,5234.935888
6922,2017-10-20 23:45:00,0.0,0.0,9796.668608000024
6924,2017-10-21 05:00:00,0.0,0.0,-5059.374011999965
6923,2017-10-21 13:30:00,0.0,0.0,-6319.5664479999705
195,2017-10-22 17:15:00,333.45972000000074,0.0,0.0
196,2017-10-22 23:15:00,320.2025599999979,0.0,0.0
197,2017-10-24 02:30:00,-101.45996000000196,0.0,0.0
198,2017-10-24 02:45:00,194.90880000000288,0.0,0.0
199,2017-10-24 03:00:00,-23.40387999998711,0.0,0.0
200,2017-10-24 03:15:00,1286.396079999995,0.0,0.0
201,2017-10-24 15:15:00,-321.9800399999985,0.0,0.0
202,2017-10-24 15:30:00,86.30028000000493,0.0,0.0
203,2017-10-24 15:45:00,277.14396000000306,0.0,0.0
204,2017-10-24 16:00:00,-90.33604000000196,0.0,0.0
205,2017-10-24 17:30:00,-84.86307999998644,0.0,0.0
206,2017-10-25 01:30:00,166.41207999999097,0.0,0.0
207,2017-10-25 01:45:00,-272.81223999999384,0.0,0.0
208,2017-10-25 02:00:00,8.387720000000627,0.0,0.0
209,2017-10-25 02:15:00,77.50020000000404,0.0,0.0
210,2017-10-25 02:30:00,2096.440320000001,0.0,0.0
211,2017-10-25 13:30:00,-52.01200000000426,0.0,0.0
212,2017-10-25 13:45:00,-175.62403999999333,0.0,0.0
213,2017-10-25 14:00:00,-657.8855199999998,0.0,0.0
214,2017-10-25 17:15:00,-532.2398799999974,0.0,0.0
6925,2017-10-25 17:30:00,0.0,0.0,-1128.3999999999603
215,2017-10-25 17:45:00,175.1561200000015,0.0,0.0
216,2017-10-25 18:00:00,919.7351600000002,0.0,0.0
217,2017-10-26 03:15:00,-22.48800000000301,0.0,0.0
218,2017-10-26 03:30:00,-211.18819999999687,0.0,0.0
219,2017-10-26 03:45:00,-32.26387999999133,0.0,0.0
220,2017-10-26 04:00:00,177.33204000000114,0.0,0.0
221,2017-10-26 04:15:00,-22.388199999995777,0.0,0.0
222,2017-10-26 04:30:00,-851.9883599999957,0.0,0.0
223,2017-10-26 05:00:00,-2812.155359999988,0.0,0.0
6926,2017-10-26 05:15:00,0.0,0.0,9756.35472000002
6927,2017-10-26 06:45:00,0.0,0.0,7888.833120000014
6929,2017-10-26 20:15:00,0.0,0.0,-1057.6806239999987
6928,2017-10-27 10:00:00,0.0,0.0,-6160.4782799999975
224,2017-10-29 04:30:00,106.7679600000065,0.0,0.0
225,2017-10-29 04:45:00,-82.68015999999989,0.0,0.0
226,2017-10-29 05:00:00,-79.60407999999006,0.0,0.0
227,2017-10-29 05:30:00,-5.526760000002469,0.0,0.0
228,2017-10-29 05:45:00,126.58019999999853,0.0,0.0
229,2017-10-29 13:00:00,-2880.465000000004,0.0,0.0
6930,2017-10-29 16:15:00,0.0,0.0,10050.635280000002
6931,2017-10-30 00:45:00,0.0,0.0,7874.496000000004
6934,2017-10-30 04:45:00,0.0,0.0,1361.807664
6933,2017-10-30 07:15:00,0.0,0.0,-1452.4776000000056
6932,2017-10-30 20:15:00,0.0,0.0,-3220.6238239999766
6935,2017-10-31 20:45:00,0.0,0.0,10172.679263999997
6936,2017-10-31 22:45:00,0.0,0.0,8092.227104000003
6937,2017-11-01 08:45:00,0.0,0.0,6430.681360000017
6939,2017-11-01 18:45:00,0.0,0.0,7770.584315999995
6938,2017-11-01 19:30:00,0.0,0.0,7130.150236000008
6940,2017-11-01 21:00:00,0.0,0.0,5924.752775999999
6941,2017-11-02 08:30:00,0.0,0.0,4983.119820000015
6942,2017-11-02 09:45:00,0.0,0.0,4976.098259999994
6945,2017-11-02 19:45:00,0.0,0.0,1388.5314000000017
6944,2017-11-03 12:45:00,0.0,0.0,-893.2561920000007
6943,2017-11-03 18:15:00,0.0,0.0,-3336.6725359999928
6946,2017-11-04 23:45:00,0.0,0.0,-1044.2903479999925
6949,2017-11-05 01:15:00,0.0,0.0,-537.834347999994
6948,2017-11-05 05:30:00,0.0,0.0,-3186.5118159999765
6947,2017-11-05 22:30:00,0.0,0.0,-4276.86479999999
230,2017-11-06 15:45:00,180.62004000000343,0.0,0.0
231,2017-11-06 16:00:00,-223.6959999999908,0.0,0.0
232,2017-11-06 16:15:00,503.5261999999966,0.0,0.0
233,2017-11-06 16:30:00,1787.4393200000031,0.0,0.0
234,2017-11-07 07:45:00,-318.53407999999035,0.0,0.0
235,2017-11-07 12:30:00,-122.95015999999124,0.0,0.0
236,2017-11-07 12:45:00,-10.387959999998202,0.0,0.0
237,2017-11-07 13:00:00,-165.18071999999847,0.0,0.0
238,2017-11-07 13:15:00,-22.435399999994843,0.0,0.0
239,2017-11-07 13:30:00,14.067040000009,0.0,0.0
240,2017-11-07 13:45:00,-476.41592000000855,0.0,0.0
241,2017-11-07 14:00:00,8.904920000004495,0.0,0.0
242,2017-11-07 14:15:00,-20.280039999997825,0.0,0.0
243,2017-11-07 14:30:00,-46.776679999993576,0.0,0.0
244,2017-11-07 14:45:00,31.01607999999942,0.0,0.0
245,2017-11-07 18:45:00,1121.3399600000048,0.0,0.0
246,2017-11-08 04:00:00,170.9999600000083,0.0,0.0
247,2017-11-08 04:15:00,-292.9203599999892,0.0,0.0
248,2017-11-08 04:30:00,0.1737200000025041,0.0,0.0
249,2017-11-08 04:45:00,-280.71492000000035,0.0,0.0
250,2017-11-08 08:45:00,61.484080000000176,0.0,0.0
251,2017-11-08 09:00:00,71.62000000000262,0.0,0.0
252,2017-11-08 09:15:00,-157.14003999999477,0.0,0.0
253,2017-11-08 09:30:00,-49.29159999999683,0.0,0.0
254,2017-11-08 09:45:00,126.19999999999892,0.0,0.0
255,2017-11-08 10:00:00,-682.7381999999943,0.0,0.0
256,2017-11-08 10:15:00,-3559.499999999998,0.0,0.0
6950,2017-11-08 10:30:00,0.0,0.0,496.132116000018
6951,2017-11-08 12:00:00,0.0,0.0,10497.428815999992
6952,2017-11-08 15:30:00,0.0,0.0,8415.497139999992
6954,2017-11-08 21:30:00,0.0,0.0,-12294.179999999988
6953,2017-11-09 02:30:00,0.0,0.0,-23078.150200000004
257,2017-11-09 09:15:00,461.043920000011,0.0,0.0
258,2017-11-10 00:15:00,71.639839999998,0.0,0.0
259,2017-11-10 00:30:00,-208.5200799999984,0.0,0.0
260,2017-11-10 04:00:00,-468.6920799999916,0.0,0.0
261,2017-11-10 11:15:00,3221.5318800000023,0.0,0.0
262,2017-11-11 01:45:00,392.53200000000106,0.0,0.0
263,2017-11-11 02:00:00,1783.100000000004,0.0,0.0
264,2017-11-11 07:30:00,455.82416000000194,0.0,0.0
265,2017-11-11 07:45:00,-639.6828800000003,0.0,0.0
266,2017-11-11 08:00:00,983.4718000000066,0.0,0.0
267,2017-11-11 08:15:00,-1465.6241599999976,0.0,0.0
268,2017-11-11 10:30:00,-526.8999199999962,0.0,0.0
269,2017-11-11 10:45:00,-407.0999599999959,0.0,0.0
270,2017-11-11 11:00:00,372.6479999999992,0.0,0.0
271,2017-11-11 11:15:00,563.3079200000066,0.0,0.0
272,2017-11-11 11:30:00,-637.2559600000022,0.0,0.0
273,2017-11-11 11:45:00,-75.20015999999487,0.0,0.0
274,2017-11-11 12:00:00,391.3805599999978,0.0,0.0
275,2017-11-11 12:15:00,3183.2479200000034,0.0,0.0
276,2017-11-12 06:45:00,-205.4680399999961,0.0,0.0
277,2017-11-12 07:00:00,526.4600000000064,0.0,0.0
278,2017-11-12 07:15:00,75.88083999999981,0.0,0.0
279,2017-11-12 07:30:00,6350.601360000001,0.0,0.0
280,2017-11-13 10:15:00,-733.7199999999939,0.0,0.0
281,2017-11-13 12:30:00,534.7960000000057,0.0,0.0
282,2017-11-13 12:45:00,-1142.580479999997,0.0,0.0
283,2017-11-13 13:30:00,273.2720000000063,0.0,0.0
284,2017-11-13 13:45:00,-571.6089999999986,0.0,0.0
285,2017-11-13 14:00:00,-307.62799999999515,0.0,0.0
286,2017-11-13 14:15:00,-3079.186319999999,0.0,0.0
6955,2017-11-13 15:15:00,0.0,0.0,-1199.6792280000009
6957,2017-11-13 20:45:00,0.0,0.0,2868.1213439999847
6956,2017-11-13 22:00:00,0.0,0.0,-810.2501000000075
6959,2017-11-15 09:15:00,0.0,0.0,10683.003496000008
6958,2017-11-15 09:45:00,0.0,0.0,8267.889500000001
6960,2017-11-15 16:45:00,0.0,0.0,7263.251280000004
6961,2017-11-15 21:00:00,0.0,0.0,9371.721600000004
6962,2017-11-15 21:45:00,0.0,0.0,7347.937716000002
6963,2017-11-15 23:15:00,0.0,0.0,5540.886092000006
6964,2017-11-16 00:15:00,0.0,0.0,4636.112000000009
6965,2017-11-16 16:45:00,0.0,0.0,7271.360000000004
6966,2017-11-16 20:15:00,0.0,0.0,8542.241952000011
6969,2017-11-17 03:00:00,0.0,0.0,-2471.4842399999725
6968,2017-11-17 04:00:00,0.0,0.0,-5231.787919999988
6967,2017-11-17 07:00:00,0.0,0.0,-7006.297439999999
6970,2017-11-20 02:45:00,0.0,0.0,10959.020799999984
6973,2017-11-20 06:45:00,0.0,0.0,382.5841360000068
6972,2017-11-20 21:45:00,0.0,0.0,-723.4142600000032
6971,2017-11-20 23:30:00,0.0,0.0,-1906.537024000012
6974,2017-11-22 00:30:00,0.0,0.0,-7241.884312000002
6975,2017-11-22 17:45:00,0.0,0.0,-258.5089519999456
287,2017-11-23 22:45:00,47.048120000008566,0.0,0.0
288,2017-11-23 23:00:00,696.3799999999992,0.0,0.0
289,2017-11-24 12:45:00,-218.92839999999524,0.0,0.0
290,2017-11-24 13:00:00,-4241.543040000006,0.0,0.0
6976,2017-11-24 16:30:00,0.0,0.0,545.221583999979
6977,2017-11-24 17:00:00,0.0,0.0,-3691.0298159999866
6979,2017-11-25 17:15:00,0.0,0.0,10805.55840000002
6978,2017-11-25 17:45:00,0.0,0.0,9305.973348000009
6980,2017-11-25 18:15:00,0.0,0.0,7093.237216000032
6981,2017-11-25 21:00:00,0.0,0.0,5428.919392000011
6982,2017-11-26 00:15:00,0.0,0.0,5215.320088000019
6983,2017-11-26 07:15:00,0.0,0.0,3440.2352320000064
6985,2017-11-26 09:00:00,0.0,0.0,3020.4333879999995
6984,2017-11-26 09:45:00,0.0,0.0,2162.6735800000097
6986,2017-11-26 13:30:00,0.0,0.0,8277.514539999984
6987,2017-11-26 15:45:00,0.0,0.0,7078.759871999995
6988,2017-11-27 01:00:00,0.0,0.0,7154.068800000008
6991,2017-11-27 04:00:00,0.0,0.0,-2317.860000000008
6990,2017-11-27 09:45:00,0.0,0.0,-4472.657112000006
6989,2017-11-27 11:30:00,0.0,0.0,-5845.211864000004
6992,2017-11-28 14:00:00,0.0,0.0,11185.969499999992
6993,2017-11-29 12:00:00,0.0,0.0,8761.356576000002
6994,2017-11-29 23:00:00,0.0,0.0,-32632.94580000001
291,2017-11-30 07:45:00,440.30392000000575,0.0,0.0
292,2017-11-30 08:00:00,720.6959200000165,0.0,0.0
293,2017-11-30 08:15:00,-4868.009999999995,0.0,0.0
294,2017-12-01 04:45:00,-448.880079999999,0.0,0.0
295,2017-12-01 05:00:00,2615.455920000004,0.0,0.0
296,2017-12-01 05:15:00,-2363.3822800000053,0.0,0.0
297,2017-12-01 08:00:00,-4902.862440000008,0.0,0.0
6995,2017-12-01 21:15:00,0.0,0.0,11130.250912000014
6996,2017-12-01 22:15:00,0.0,0.0,9370.503000000012
6999,2017-12-02 05:45:00,0.0,0.0,3756.102840000032
6998,2017-12-02 06:45:00,0.0,0.0,2403.766344000025
6997,2017-12-02 10:30:00,0.0,0.0,-259.0193999999883
7001,2017-12-03 20:30:00,0.0,0.0,-1090.3996799999732
6024,2017-12-04 00:15:00,0.0,-154.98411999999917,-5839.745919999987
7000,2017-12-04 01:15:00,0.0,0.0,-5042.612640000003
6025,2017-12-04 06:00:00,0.0,335.96000000000095,0.0
6026,2017-12-04 06:45:00,0.0,325.6643920000006,0.0
6027,2017-12-04 07:15:00,0.0,-1027.1815039999983,0.0
