EntryTime,PnL
2019-05-19 15:00:00,-12278.034347711024
2019-05-20 10:00:00,-30364.73151579196
2019-05-23 10:30:00,-35222.802982302346
2019-05-24 09:00:00,128330.94497305356
2019-05-29 16:30:00,-71811.42141943102
2019-05-31 01:45:00,-70805.31673600001
2019-05-31 09:00:00,-46730.59086454629
2019-06-02 22:30:00,-47441.629846652446
2019-06-03 18:45:00,104786.27179455929
2019-06-07 18:30:00,-37664.6883763683
2019-06-10 01:00:00,-49376.9736057073
2019-06-11 00:00:00,-42552.95609916939
2019-06-13 02:45:00,174904.73402686723
2019-06-17 04:45:00,5475.40309738537
2019-06-18 17:30:00,215756.6215398559
2019-06-22 23:45:00,-1140.4796340264547
2019-06-24 09:30:00,163510.3588090519
2019-06-27 06:00:00,-21063.084160000028
2019-06-27 06:30:00,-17755.042143999985
2019-06-27 20:15:00,50169.2739617089
2019-07-03 03:30:00,-38135.682144000006
2019-07-03 12:00:00,1140.693528987731
2019-07-05 11:00:00,-31405.151647787075
2019-07-07 03:30:00,86183.51570198653
2019-07-09 19:15:00,35571.717015352144
2019-07-11 03:30:00,125045.20067201831
2019-07-16 03:30:00,-50087.63901968288
2019-07-17 05:00:00,-15604.704439435842
2019-07-18 03:45:00,-20901.9114167925
2019-07-19 03:45:00,-1148.267949085508
2019-07-21 19:45:00,-49081.29461192401
2019-07-23 02:30:00,39627.83159992431
2019-07-25 12:45:00,-43700.62311607646
2019-07-26 07:15:00,-14098.798166949935
2019-07-27 12:30:00,-66943.35903323628
2019-07-27 23:15:00,-20547.29709648501
2019-07-29 08:45:00,-21037.59509832329
2019-07-31 04:30:00,234257.3233115044
2019-08-04 14:30:00,238964.3769912479
2019-08-06 19:45:00,-66886.36415999976
2019-08-07 09:00:00,-72668.22473226553
2019-08-08 00:15:00,-12763.927732387601
2019-08-11 00:00:00,-13201.362934368663
2019-08-12 07:30:00,223647.59782514282
2019-08-17 04:00:00,14883.556882299636
2019-08-21 16:30:00,-23023.712695431197
2019-08-24 02:15:00,-66240.79559323368
2019-08-24 20:45:00,-60224.430234510335
2019-08-26 03:45:00,-63208.583538807026
2019-08-26 12:00:00,-47377.051523044734
2019-08-27 22:15:00,101739.1870578714
2019-09-02 09:30:00,184632.19124529703
2019-09-04 22:15:00,25711.145309257226
2019-09-07 06:30:00,-29778.714381785336
2019-09-08 23:30:00,-16650.619729706625
2019-09-09 22:00:00,16090.953884448712
2019-09-13 01:30:00,-27207.427793764055
2019-09-19 14:45:00,-34951.68637068888
2019-09-20 02:30:00,-70950.18458500034
2019-09-20 07:45:00,-51852.19537206066
2019-09-21 23:00:00,271003.52689647005
2019-09-25 06:45:00,22251.925107772608
2019-09-29 08:00:00,-3286.6412176318227
2019-10-01 02:15:00,-16342.900188101847
2019-10-04 01:45:00,26857.607030814248
2019-10-08 00:45:00,69495.92954275558
2019-10-11 14:30:00,-5329.338811050948
2019-10-14 08:15:00,-32657.401728300443
2019-10-16 01:00:00,-95097.47108647262
2019-10-17 01:00:00,-44976.039609782136
2019-10-18 18:15:00,-56060.22753116647
2019-10-20 01:00:00,42106.61042326101
2019-10-24 01:15:00,-16355.516131319288
2019-10-26 04:45:00,35303.79273746488
2019-10-27 04:00:00,942.791758119436
2019-10-30 09:15:00,-77741.49688842795
2019-10-31 20:15:00,-47277.717675898566
2019-11-03 00:30:00,-29377.590498599457
2019-11-05 07:45:00,-47856.05022990449
2019-11-08 20:30:00,33542.05197772445
2019-11-11 20:00:00,-3781.737619817395
2019-11-15 18:30:00,34803.68580067463
2019-11-19 06:15:00,-2977.214080517646
2019-11-21 03:45:00,124731.6546869727
2019-11-22 17:15:00,86945.66492962706
2019-11-26 01:30:00,-35864.81974756709
2019-11-28 04:45:00,8710.164553656457
2019-12-01 01:45:00,60212.462574955105
2019-12-05 01:15:00,-45746.90463485999
2019-12-05 09:45:00,-56386.72965633367
2019-12-05 23:00:00,6297.0915995820405
2019-12-10 04:00:00,63051.545080123724
2019-12-15 03:00:00,-40293.253008954816
2019-12-15 17:00:00,152910.45061448723
2019-12-18 23:15:00,-66837.689016
2019-12-19 09:30:00,18986.861913544773
2019-12-24 02:45:00,-43458.7071706563
2019-12-25 05:00:00,-13520.527144294585
2019-12-27 05:00:00,4105.528498821721
2019-12-30 09:45:00,-29197.758809045677
2020-01-03 05:00:00,-32915.26105404273
2020-01-03 17:30:00,155516.56602550021
2020-01-08 01:00:00,79719.2808289252
2020-01-09 02:15:00,-8616.937419330097
2020-01-12 09:45:00,177627.19376183723
2020-01-19 23:30:00,-18136.242877141318
2020-01-22 09:45:00,-37760.36681124284
2020-01-23 02:00:00,87032.02055437668
2020-01-24 21:15:00,-25967.19234942661
2020-01-27 04:45:00,238165.78942259087
2020-02-01 00:15:00,-52428.69731771334
2020-02-03 12:00:00,-3374.2361754853446
2020-02-05 23:15:00,159975.82344826442
2020-02-10 17:15:00,-6590.1540379472135
2020-02-12 04:00:00,4691.032252061377
2020-02-13 17:45:00,-28383.806573477756
2020-02-16 04:30:00,-860.984140998964
2020-02-19 07:15:00,-37258.67620551814
2020-02-20 10:30:00,-26225.5637043748
2020-02-23 16:45:00,-53759.10647182011
2020-02-24 15:15:00,270137.8476391068
2020-03-03 00:30:00,-24290.419357775983
2020-03-04 03:00:00,-51117.62016338357
2020-03-05 22:00:00,-28133.294841596537
2020-03-08 06:00:00,225844.78748523947
2020-03-10 20:45:00,359986.022452537
2020-03-12 23:15:00,7615.697863684323
2020-03-13 22:45:00,5653.440351826968
2020-03-15 21:30:00,-43141.66819199988
2020-03-16 07:30:00,9661.068025478247
2020-03-17 13:45:00,-21903.97279233989
2020-03-18 20:30:00,-41801.163264000075
2020-03-19 01:30:00,-32880.81535199997
2020-03-19 23:45:00,47235.187891562244
2020-03-21 05:15:00,-30002.17511199991
2020-03-21 06:45:00,-20603.361446794443
2020-03-23 03:45:00,-26226.74752090108
2020-03-24 00:30:00,36052.54327989608
2020-03-28 13:45:00,-270.3660321315192
2020-03-30 18:15:00,-7873.763505011069
2020-04-01 23:45:00,-50086.56817622861
2020-04-02 10:45:00,3999.4527259872266
2020-04-04 02:00:00,56065.898897272134
2020-04-08 06:45:00,-17446.441279255767
2020-04-09 22:00:00,-55672.32861174998
2020-04-10 17:30:00,-9666.462550821598
2020-04-13 03:45:00,-59039.48705462669
2020-04-13 12:30:00,-47542.8014621988
2020-04-15 03:00:00,-60487.14258036394
2020-04-15 23:30:00,-17068.03678165979
2020-04-16 19:45:00,20138.45377386514
2020-04-20 01:15:00,36391.925183887244
2020-04-23 02:15:00,134201.4763646829
2020-04-27 00:15:00,303424.4464304042
2020-04-30 19:15:00,3395.048939190616
2020-05-04 01:45:00,-28287.491793889003
2020-05-05 17:15:00,4792.596741351295
2020-05-07 09:15:00,89201.62670647398
2020-05-09 18:30:00,175779.1657440003
2020-05-10 13:00:00,-27508.78939058001
2020-05-11 22:00:00,-28477.59040814721
2020-05-14 01:30:00,45606.284564386086
2020-05-15 11:45:00,-1388.56118575859
2020-05-18 19:30:00,-18514.28489820313
2020-05-21 03:30:00,92790.15657389995
2020-05-27 23:00:00,63737.66946421488
2020-06-01 09:15:00,-54340.42241552306
2020-06-02 11:00:00,-27761.829423231462
2020-06-03 03:15:00,-29749.876250178968
2020-06-05 02:30:00,-59534.19611059237
2020-06-06 12:00:00,-48703.325589391796
2020-06-08 08:45:00,-32472.234210559654
2020-06-09 09:30:00,-39673.40506039561
2020-06-11 06:45:00,-47946.85204473291
2020-06-12 04:15:00,-12108.23309376914
2020-06-16 05:00:00,-14425.065904796684
2020-06-18 02:45:00,1079.7465813450362
2020-06-22 15:45:00,55322.03225077104
2020-06-24 22:15:00,45546.7034263538
2020-06-30 08:00:00,-24017.153961998003
2020-07-03 03:30:00,-25712.186080976735
2020-07-06 01:30:00,-46442.32870718374
2020-07-06 18:15:00,53131.95804865475
2020-07-10 03:30:00,-31288.832995452685
2020-07-13 10:00:00,-45525.186112013536
2020-07-14 21:15:00,15421.20372431968
2020-07-21 23:30:00,-48303.402795325295
2020-07-23 10:45:00,945293.3991709369
2020-08-02 17:00:00,-10333.319736936552
2020-08-04 03:15:00,-70389.53599872421
2020-08-04 23:45:00,-46566.34859651753
2020-08-06 01:45:00,-19061.56020190168
2020-08-08 04:45:00,-58571.99827773181
2020-08-10 14:00:00,-59955.876635551394
2020-08-10 21:30:00,-32333.56464569455
2020-08-12 02:45:00,-21092.14557242836
2020-08-14 10:00:00,-13732.814553196573
2020-08-16 22:30:00,-62365.6686147757
2020-08-18 03:15:00,-57009.46933895963
2020-08-19 02:15:00,44856.65647972621
2020-08-24 06:00:00,-22820.185257649093
2020-08-25 18:30:00,17366.27750400737
2020-08-27 23:00:00,-40304.50437166008
2020-08-30 13:45:00,-26708.55036011523
2020-09-01 11:30:00,-80591.31416389377
2020-09-01 19:15:00,-42660.991576915374
2020-09-02 19:00:00,337281.3300323893
2020-09-08 10:30:00,-70260.43876911805
2020-09-08 22:15:00,-65475.92743625172
2020-09-10 14:15:00,3092.542437690863
2020-09-14 00:15:00,-55433.63298740801
2020-09-15 02:15:00,45626.659042708096
2020-09-20 13:30:00,160368.81744030197
2020-09-25 04:00:00,5101.2878104334595
2020-09-27 19:30:00,-68801.84788610906
2020-09-28 12:30:00,-57274.396837820444
2020-09-29 12:15:00,-63073.310018308395
2020-10-01 19:30:00,-61728.82115922938
2020-10-02 04:15:00,-4755.742119808565
2020-10-07 07:15:00,-44163.35835559065
2020-10-09 02:45:00,90002.02557950333
2020-10-12 06:15:00,-26287.409614523203
2020-10-12 22:15:00,-82496.86399503032
2020-10-13 03:15:00,-35818.89629785974
2020-10-13 09:45:00,-39140.20593111881
2020-10-15 04:15:00,-37161.668627436185
2020-10-16 06:30:00,-47334.0023343329
2020-10-16 16:30:00,-28633.25606853069
2020-10-20 02:45:00,352829.70994234545
2020-10-25 15:45:00,-23816.799113296023
2020-10-27 04:00:00,-55978.5457696436
2020-10-27 23:15:00,-12193.702371983349
2020-10-29 00:30:00,-25343.365683484473
2020-10-30 03:45:00,-2306.475948707397
2020-11-02 22:45:00,-60037.43899903138
2020-11-04 10:00:00,174153.30151355205
2020-11-08 06:15:00,-38655.39484269815
2020-11-09 04:15:00,-51111.763348624896
2020-11-10 02:30:00,-39989.920153189305
2020-11-11 23:00:00,47183.445597421196
2020-11-14 20:30:00,-40878.375477673944
2020-11-16 18:00:00,227068.06776733426
2020-11-18 15:00:00,29410.756378891558
2020-11-22 22:00:00,-65036.48099064738
2020-11-24 23:15:00,-37669.89926360952
2020-11-26 09:30:00,105522.48385173437
2020-11-29 03:45:00,146388.0217947584
2020-12-01 20:45:00,-60002.17419999991
2020-12-01 23:15:00,490.58768391798367
2020-12-04 22:30:00,-38011.36410727042
2020-12-07 10:30:00,-48836.95140987293
2020-12-08 06:00:00,86404.2054629821
2020-12-12 21:45:00,886286.1138311453
2020-12-21 07:15:00,-28624.71748396872
2020-12-21 22:45:00,-41923.96181872984
2020-12-23 11:00:00,-73109.92160551791
2020-12-24 08:45:00,-40883.67653972391
2020-12-25 23:30:00,141417.51475074436
2020-12-28 06:00:00,-10918.741739855439
2020-12-29 15:45:00,-60997.35291408051
2020-12-30 13:15:00,144312.6477862547
2021-01-03 06:00:00,28018.423007959136
2021-01-04 21:15:00,-23360.399999999954
2021-01-05 12:00:00,-45591.130367999926
2021-01-05 16:30:00,-32886.54129600005
2021-01-06 06:45:00,100536.56673349094
2021-01-08 04:00:00,-30753.392511999933
2021-01-08 12:00:00,25612.13513333194
2021-01-10 22:45:00,64996.788422449026
2021-01-14 10:15:00,-9250.822534735198
2021-01-16 03:15:00,-32664.67948800001
2021-01-16 21:45:00,-46989.52019999997
2021-01-17 08:30:00,-34426.143082323106
2021-01-18 23:15:00,-48725.422776770865
2021-01-20 14:45:00,52710.42256661493
2021-01-23 06:45:00,-52327.12567599982
2021-01-23 22:45:00,-23555.04910493699
2021-01-25 12:30:00,-7826.67438599786
2021-01-26 09:15:00,8620.686265999266
2021-01-29 05:45:00,6408.038570154022
2021-02-01 04:30:00,-57581.9697600001
2021-02-01 16:15:00,100872.0920957673
2021-02-05 01:30:00,53471.579760319386
2021-02-07 13:00:00,-47556.37343633887
2021-02-09 01:30:00,16129.497880950687
2021-02-11 02:30:00,-40386.93417805509
2021-02-12 01:00:00,-16621.41600542172
2021-02-15 14:45:00,-54056.33603999992
2021-02-16 15:15:00,160109.63888062863
2021-02-21 08:00:00,6510.303093455761
2021-02-22 11:15:00,-68630.39366399992
2021-02-23 00:15:00,64824.977467071876
2021-03-01 21:30:00,-6794.933301256882
2021-03-03 06:00:00,-57491.76787199982
2021-03-03 20:45:00,-49973.80455531992
2021-03-04 16:00:00,-3058.7644241199014
2021-03-07 13:15:00,136375.6341014939
2021-03-10 13:00:00,134908.71715125558
2021-03-15 09:30:00,-52999.337010401905
2021-03-15 20:45:00,-14806.736414929153
2021-03-18 08:00:00,-32860.19715213691
2021-03-19 11:00:00,23672.502540732865
2021-03-24 20:30:00,-58566.15544268768
2021-03-25 09:30:00,-31912.91499725211
2021-03-27 10:30:00,101502.7788385881
2021-03-31 17:00:00,4525.410998169333
2021-04-04 05:00:00,-4416.775606947034
2021-04-06 02:15:00,-54115.62582430198
2021-04-07 01:45:00,-6378.594123881885
2021-04-09 11:00:00,38827.01713140149
2021-04-11 06:45:00,108439.40225238391
2021-04-15 05:45:00,138959.40396608348
2021-04-18 15:15:00,63004.6607584714
2021-04-26 14:00:00,32018.510165498767
2021-04-29 16:45:00,-23185.55601054037
2021-05-01 02:30:00,-3561.2271375371347
2021-05-02 14:00:00,917.4207710280825
2021-05-04 07:45:00,17433.658940260793
2021-05-06 02:45:00,-45906.61252148693
2021-05-07 06:15:00,-56049.75206406409
2021-05-08 03:30:00,-31333.6427859583
2021-05-09 23:30:00,-17907.748260045577
2021-05-12 14:15:00,-79583.93266008825
2021-05-13 05:15:00,343046.35387054377
2021-05-24 23:00:00,2724.4601363762777
2021-05-27 14:00:00,-55151.04974399998
2021-05-27 21:45:00,-57483.95555600025
2021-05-28 17:00:00,13266.44014070918
2021-05-31 21:45:00,-29874.50699492904
2021-06-02 00:15:00,-53037.86846399994
2021-06-03 02:00:00,-8702.647278598088
2021-06-04 17:15:00,-4217.9708025397995
2021-06-07 13:00:00,-60366.72993591478
2021-06-08 10:15:00,-9118.72249057197
2021-06-09 18:30:00,42274.04772715128
2021-06-12 15:15:00,-43399.88319297145
2021-06-14 07:30:00,16484.509879678022
2021-06-16 23:00:00,142834.1620328598
2021-06-21 07:00:00,79832.26830590775
2021-06-23 12:45:00,-32840.51148092423
2021-06-24 14:15:00,-59156.11699199994
2021-06-24 23:45:00,-26742.440411031115
2021-06-25 23:15:00,12373.1472358897
2021-06-27 13:15:00,54780.584307792364
2021-06-30 15:15:00,-72044.80297107075
2021-07-01 19:45:00,-52742.441331951326
2021-07-03 20:15:00,23279.884751027406
2021-07-05 09:15:00,-82915.75458651222
2021-07-05 23:15:00,-50311.670956004295
2021-07-06 17:15:00,-68953.2055602792
2021-07-07 03:15:00,5381.94801942139
2021-07-10 10:30:00,-49090.89510441791
2021-07-11 06:45:00,-72009.6991408121
2021-07-12 09:00:00,-57900.9567184411
2021-07-12 23:15:00,38780.32059315609
2021-07-15 01:00:00,-50455.72579130807
2021-07-15 23:00:00,-22069.838507934604
2021-07-17 02:30:00,-17684.950532773277
2021-07-18 13:15:00,-75003.69230366514
2021-07-19 02:00:00,76450.06497679692
2021-07-21 17:00:00,550067.1057240191
2021-07-26 13:15:00,-22740.39727117929
2021-07-27 06:00:00,21081.93075365838
2021-07-30 20:30:00,-68540.81680444675
2021-07-31 10:15:00,-32419.701958064485
2021-08-02 04:30:00,82736.45777365059
2021-08-05 02:15:00,-43433.16458810528
2021-08-05 21:15:00,-69019.6669790462
2021-08-06 05:30:00,53294.873964028884
2021-08-09 12:00:00,-59921.477670654655
2021-08-09 22:30:00,-26110.212543223948
2021-08-12 17:00:00,-17847.17394992875
2021-08-13 19:15:00,18447.796190875342
2021-08-14 19:00:00,-55667.03639132749
2021-08-15 18:45:00,-53687.21367677447
2021-08-16 11:30:00,-62960.9022692765
2021-08-17 02:00:00,21256.782560889886
2021-08-20 02:45:00,105172.21742117882
2021-08-23 01:30:00,13408.022302131372
2021-08-24 12:15:00,7568.680033235229
2021-08-26 04:30:00,-60431.318383672115
2021-08-26 17:30:00,-56486.25267610467
2021-08-28 04:30:00,-5988.62387260393
2021-08-29 15:30:00,3894.477730238941
2021-09-02 04:45:00,18006.020283259306
2021-09-03 16:15:00,111488.06603075864
2021-09-07 20:45:00,267551.8330292964
2021-09-08 03:15:00,2288.6389674568563
2021-09-13 10:15:00,-35583.2238871092
2021-09-13 23:15:00,-49008.96000000001
2021-09-14 23:30:00,30935.15455139443
2021-09-17 06:30:00,-35589.086982805806
2021-09-18 07:00:00,-66034.34479159978
2021-09-18 16:45:00,-59679.01934925407
2021-09-19 23:45:00,217722.7288902839
2021-09-23 04:15:00,-5539.375873202764
2021-09-24 22:45:00,-28330.981606959955
2021-09-26 22:45:00,-18990.13990676136
2021-09-28 06:45:00,12354.332950539392
2021-09-30 14:30:00,169389.63124835107
2021-10-04 12:30:00,326703.11665438936
2021-10-07 01:45:00,22717.0138753418
2021-10-13 04:30:00,-44844.956986825455
2021-10-14 04:30:00,95107.17944746226
2021-10-18 12:00:00,-51656.4660701448
2021-10-18 22:30:00,64517.7071982379
2021-10-21 11:15:00,-42443.582488625034
2021-10-22 03:30:00,17826.11511588069
2021-10-25 13:30:00,-11292.027696121077
2021-10-27 10:00:00,-4656.977519229578
2021-10-28 21:00:00,-60429.31855684663
2021-10-29 05:00:00,-15823.019242775088
2021-10-31 19:45:00,-58181.235532997234
2021-11-02 21:45:00,-55818.72435322459
2021-11-04 01:30:00,10766.04808057096
2021-11-07 12:30:00,243617.63070082612
2021-11-10 02:15:00,-10956.40834056848
2021-11-11 09:30:00,-6409.346581829777
2021-11-14 11:45:00,-10715.509301778176
2021-11-16 04:30:00,194953.5245733028
2021-11-20 12:45:00,-21657.48773586878
2021-11-22 14:45:00,-67828.31398851337
2021-11-22 23:30:00,-2084.240192582467
2021-11-26 00:30:00,-51100.67955319304
2021-11-26 21:45:00,-27448.664694555628
2021-11-29 11:15:00,-29678.769865076145
2021-11-30 17:00:00,-82006.17473146171
2021-12-01 01:00:00,-21254.130076196685
2021-12-02 14:15:00,408006.1375286003
2021-12-04 17:15:00,-23911.83060000003
2021-12-07 10:30:00,-29984.54698997455
2021-12-08 23:00:00,-32074.38865058917
2021-12-11 04:00:00,-55325.824017209125
2021-12-13 01:00:00,-51320.15402688489
2021-12-13 13:15:00,6192.830096293881
2021-12-15 09:45:00,-41920.93627653637
2021-12-16 02:30:00,-82113.11840403394
2021-12-16 07:45:00,-25515.65254677862
2021-12-17 05:30:00,13950.333396297247
2021-12-19 15:15:00,-74973.53176520046
2021-12-20 20:30:00,-56421.236724294664
2021-12-21 07:45:00,49705.27683350601
2021-12-23 11:15:00,71539.78579383838
2021-12-26 14:30:00,-54841.50260954417
2021-12-27 09:45:00,-9450.577037320138
2021-12-28 13:15:00,56193.64878214401
2021-12-31 20:30:00,-58485.10682959594
2022-01-01 06:45:00,-47868.995926086856
2022-01-05 01:15:00,-49462.43715248234
2022-01-06 08:45:00,24874.44241702929
2022-01-10 06:45:00,-70097.15172227807
2022-01-11 00:45:00,-57703.945674433744
2022-01-12 05:45:00,6753.707828750506
2022-01-14 01:30:00,-33228.705748339285
2022-01-17 15:30:00,18271.880692732135
2022-01-20 02:15:00,-24727.342673282576
2022-01-21 14:30:00,81522.42769882732
2022-01-25 07:30:00,-890.3609523352206
2022-01-27 08:45:00,-24099.588517153614
2022-01-29 08:30:00,-23493.842330404994
2022-01-31 12:45:00,-54063.72048901889
2022-02-01 05:00:00,-32398.400116795892
2022-02-03 03:15:00,-5394.981453560395
2022-02-04 17:45:00,376534.8659502686
2022-02-08 21:30:00,9791.305374267933
2022-02-11 00:00:00,-61519.9617296122
2022-02-12 07:15:00,-18249.377651956398
2022-02-15 14:00:00,-3854.727556869999
2022-02-17 00:45:00,-40820.825614520145
2022-02-17 21:15:00,247117.98704686554
2022-02-21 10:15:00,-8822.177842538884
2022-02-22 00:30:00,-6581.966429539141
2022-02-23 21:00:00,-58175.684621453314
2022-02-24 06:30:00,21419.025948841037
2022-02-25 07:45:00,8229.170061588913
2022-02-27 12:30:00,-61419.13720306053
2022-02-27 22:45:00,-73154.36275467533
2022-02-28 08:00:00,-58745.504058037506
2022-03-01 04:00:00,40028.71127154675
2022-03-04 04:30:00,122428.66063083662
2022-03-08 06:45:00,-61168.78118399996
2022-03-09 15:45:00,-39373.08207905586
2022-03-10 12:15:00,-76918.39077209152
2022-03-10 16:30:00,-30510.189325406624
2022-03-11 22:15:00,16419.261123923367
2022-03-14 19:30:00,5234.667777072347
2022-03-16 12:45:00,50863.1570722225
2022-03-20 21:45:00,-83570.58424633088
2022-03-21 14:30:00,-75644.27425505526
2022-03-22 15:30:00,163952.28907200022
2022-03-28 10:00:00,714.3324718218719
2022-03-30 07:45:00,-39739.287063648284
2022-04-01 04:00:00,-6225.907746521174
2022-04-02 02:00:00,-46138.38578108797
2022-04-04 08:30:00,-15307.56955737251
2022-04-06 02:15:00,157916.41093141798
2022-04-11 06:00:00,-75130.54509275229
2022-04-11 10:45:00,72025.64775701314
2022-04-14 02:45:00,-17490.37824095055
2022-04-15 03:15:00,-49201.04925614831
2022-04-16 01:15:00,21006.382590858026
2022-04-19 06:15:00,12987.756894645536
2022-04-21 00:30:00,16382.44311171805
2022-04-22 09:00:00,40998.945688935564
2022-04-26 06:45:00,-24408.04740104114
2022-04-27 04:00:00,-50585.38205617512
2022-04-28 11:15:00,-31490.606898361017
2022-04-29 21:45:00,30481.410005856174
2022-05-02 03:15:00,-42658.413045301364
2022-05-02 16:45:00,-82977.60356742391
2022-05-04 06:00:00,-62282.86009585764
2022-05-04 20:15:00,8737.105926686156
